Datensatz,Kategorie,Knoten,Kanten,statische_Kanten,Zeitstempel,Gewichte,Kanten_Kardinalitaeten_Exponent,Grad_Exponent,temp_Durchmesser,Erreichbarkeit,temp_Korrelation,temp_Clustering,Grad,Clustering,Grad_assortativity
Lyon_school,menschlicher Kontakt,242,13188984,53188,3124,1,1.1851295392948527,1.1644469682800065,2,241.97107438016528,0.5121433775898521,0.0020237155367364857,27.658866354654187,0.11689675393232377,-0.009266239348601352
MIT_Reality_Mining,menschlicher Kontakt,96,2172808,5078,33452,1,1.24053207518109,1.2202850561343537,7,95.8125,0.7653126945380545,2.5888085550707343e-05,52.350515463917525,0.7437552992020783,-0.0014581034367025531
Primary_school,menschlicher Kontakt,242,251546,16634,3100,1,1.463622799508042,1.206622181035824,8,241.4090909090909,0.5103689867118837,9.374721880924531e-05,8.650026001040041,0.06613679299896547,0.11829580643022494
SFHH,menschlicher Kontakt,403,2834970,147114,3149,1,1.3208090345565902,1.1521641771271762,4,401.3374689826303,0.3255397106079348,0.00018370992483529163,76.42285714285714,0.19759241115988377,-0.040774351710444204
SFHH_conference,menschlicher Kontakt,403,140522,19130,3509,1,1.6565401224184577,1.231734725848728,8,400.19602977667495,0.677825894287647,4.7105427031601985e-05,9.937662337662339,0.05898692799266885,-0.07925063588125805
Thiers13,menschlicher Kontakt,328,37226078,86992,8938,1,1.2612755224869125,1.1596551464049485,3,327.9512195121951,0.7592165888246031,0.00101093319339782,45.906068601583115,0.14585610366366494,-0.03043157316795512
Workplace_contacts,menschlicher Kontakt,92,19654,1510,7104,1,1.4871540881528937,1.2964788944422518,7,90.91304347826087,0.7298346470833903,8.15712003999686e-06,1.5283400809716599,0.03967097302311093,-0.05907885905521896
Ask_Ubuntu,Soziale Medien,159316,1928874,963694,960866,1,1.9537924220949479,1.663502886119153,27,72200.13301237792,0.24250808657325812,4.777714424379549e-07,5.72055712824118,0.10932981804999728,-0.07320996058345902
Bitcoin_Alpha,Soziale Medien,3783,48372,28248,1647,20,1.8424966822755198,1.5632960014437516,17,2046.842717420037,0.18201219620805004,1.9021974568645716e-09,7.465116279069767,0.17658235249693122,-0.07459737315298706
Digg_friends,Soziale Medien,279630,3463306,3096252,1644370,1,2.289792875865582,1.6626224352921386,30,121828.51980474198,0.061250907629176,1.166930262543551e-10,11.072635008278768,0.09243602045062801,-0.01663572305518865
Epinions,Soziale Medien,131828,1682744,1422993,939,2,2.2199983742742244,1.632816200094323,20,24039.891608762933,0.06942952075246421,2.453819046130168e-09,10.78988689893726,0.12794369860907098,0.02246030510513912
Facebook_forum,Soziale Medien,899,67440,14082,33515,1,1.6054369523811607,1.3470242568332012,18,831.5984427141268,0.1794829237021941,3.3962265867899986e-08,15.635555555555555,0.06362518488348849,-0.10450291420000775
Flickr,Soziale Medien,2302925,66280034,45676552,134,1,1.9942260297468386,1.5966345269945494,-1,-1,0.155516382713907,1.8324760070589992e-08,19.8341379618798,0.17881730432800746,0.04356580142014514
Math_Overflow,Soziale Medien,24818,1013100,387959,505784,1,1.8551880317225562,1.4843562416055458,23,14852.976871625433,0.21749057748079317,4.2693473563429464e-07,15.148555542124985,0.31208366342291005,-0.07610344259311437
Super_User,Soziale Medien,194085,2886678,1499649,1437199,1,1.9658850257728853,1.616114551849623,29,94823.31669629287,0.22169583309809918,3.994597527531177e-07,7.36343682697361,0.11616202037938167,-0.05965549625653479
Twitter_retweets,Soziale Medien,18470,122314,96106,60501,1,2.2267020197149643,1.7080941545926431,28,8196.529940443963,0.09262440403883916,1.6247439275889478e-08,5.2033567948023824,0.026152964008515186,-0.13337154223282427
YouTube,Soziale Medien,3223589,24447548,18753188,203,1,2.106660321454733,1.6941726273857387,-1,-1,0.4927679844725472,5.4801176982019835e-09,5.817485474269371,0.08551683222101808,-0.06092760585682254
