Datensatz,Kategorie,Knoten,Kanten,statische_Kanten,Zeitstempel,Gewichte,Kanten_Kardinalitaeten_Exponent,Grad_Exponent,temp_Durchmesser,Erreichbarkeit,temp_Korrelation,temp_Clustering,Grad,Clustering,Grad_assortativity
SMS-random,Erdős–Rényi,42341,532242,67372,308927,1,1.623053614235772,1.8181523800613797,18,11.589168890673342,0.47462866151966104,3.3664314164373796e-13,1.5163286894285521,4.735361018136558e-05,0.00109768047728247
Super_User-random,Erdős–Rényi,194051,1327294,854900,865791,1,2.1097097257935786,1.4843234047481548,24,227.29725175340502,0.12850823123020344,1.3567331478793196e-13,4.4047484104984385,5.141865332732494e-05,-0.0011419538678602043
Thiers13-random,Erdős–Rényi,1895,37039164,86764,8938,1,1.261540005206466,1.2219228059554812,3,1895.0,0.2910315057318405,2.7564432019903866e-05,45.785751978891824,0.024474472856124238,-0.0007053764336085589
Twitter_retweets-random,Erdős–Rényi,18377,123168,96216,38478,1,2.226200815128748,1.4465515944059786,21,373.4295042716439,0.07560775089929503,6.826758018540031e-11,5.209312398484028,0.00023898272815435782,0.004206682138205429
UC_Irvine_messages-random,Erdős–Rényi,1900,59713,20142,37282,1,1.753501204127978,1.3328615463126603,18,1898.622105263158,0.17214751646376794,9.258612364126202e-10,10.601052631578947,0.01074597438830526,-0.01651443514971996
Workplace_contacts-random,Erdős–Rényi,760,15648,1458,4501,1,1.5039742736155997,1.822591325997534,15,17.731578947368423,0.6825410179063575,0.0,1.4757085020242915,0.0,-0.04598192375053247
Yahoo_messages-random,Erdős–Rényi,100002,3150196,897118,1181317,1,1.700557497030219,1.3540194749375993,36,99484.88567228656,0.21570726154471198,1.3571043455904849e-10,8.9710005799884,0.00018165510100353845,-0.0010824567635924075
YouTube-random,Erdős–Rényi,3213983,24454490,18760092,203,1,2.1067534712448435,1.4238111180425226,-1,-1,0.0872234830152615,1.6021722271025222e-13,5.819627185839391,2.1095544254506777e-06,0.00012391983186343727
arXiv_hep_ph-random,Havel-Hakimi,28093,9184894,6296894,2315,1,2.1398351999564653,1.1907881704870797,126,11483.61858826042,0.046869287738253496,2.2994876173841733e-09,224.1366127998861,0.49723765490113075,0.5520430456973554
arXiv_hep_th-random,Havel-Hakimi,22908,5346868,4889596,217,1,2.3396415198747995,1.20127044053554,37,5188.941243233805,0.05059892227260787,2.1879065789206482e-09,213.43559299838492,0.5332910541687352,0.2541619141582844
Ask_Ubuntu-random,Havel-Hakimi,159316,974157,596933,612070,1,2.0922531564599236,1.814357440509879,19,998.396884179869,0.21709348634407113,3.855330377289738e-12,3.7468255114017963,0.007150448834533211,0.017396463047059222
Bitcoin_Alpha-random,Havel-Hakimi,3783,24186,24186,1586,1,2.4426950408889634,1.56190680846202,22,476.71874173936027,0.0,3.363299783124519e-10,6.391649048625792,0.07103626512787789,0.09842492951578495
Contact-random,Havel-Hakimi,274,52890,4248,11453,1,1.4288326341022546,1.4588534804953173,8,219.2919708029197,0.5197656360353605,2.410044244753665e-05,15.447272727272727,0.6327097988691773,-0.1681150161280847
DBLP-random,Havel-Hakimi,12590,49759,49759,30,1,2.442695040888964,1.318234146016338,10,65.28006354249405,0.0,4.815473562549272e-13,3.9519498054165676,0.005366382991028332,0.17466796107249052
Digg_friends-random,Havel-Hakimi,279630,1731653,1731653,1057601,1,2.442695040888961,1.4485865464037033,24,1297.3888638558094,0.0,3.834438420346698e-13,6.192636009598363,0.006522508598716411,0.6792376435045596
Digg_reply-random,Havel-Hakimi,30398,87617,86404,53764,1,2.42531994341717,1.696594630483745,18,84.39528916376078,0.009686978581007002,1.7891893939440272e-09,2.8423303398138096,0.0054843004071659434,0.6799338373451768
DNC_e-mails-random,Havel-Hakimi,1891,38788,5598,14128,1,1.614972669953164,1.7666697403882536,12,129.25383395029084,0.3336033721013149,5.3594128441868454e-09,2.7576354679802955,0.05485589557012872,-0.14726164346574203
Dublin-random,Havel-Hakimi,10972,828902,89034,69134,1,1.5485852306603975,1.407041090156571,144,436.81598614655485,0.39848355071407254,8.436097855152125e-07,8.113915975576415,0.6419538750406945,0.9796099091856847
Enron-random,Havel-Hakimi,87273,1154133,321918,163221,1,1.7836813163075709,1.5635269647442591,15,480.5054942536638,0.08083302383730673,8.058787503467021e-13,3.6885899580631114,0.008137077347397013,0.3282315205603465
Epinions-random,Havel-Hakimi,131828,841372,841372,939,1,2.442695040888962,1.6653690025353436,30,1233.6867736747884,0.0,1.2362186454313498e-10,6.382298280348027,0.01594701868158386,0.33490031215860216
EU_e-mails-random,Havel-Hakimi,986,330238,24929,142657,1,1.5023200471122884,1.28997700914081,18,719.3752535496957,0.2483349167246457,2.1465599238562597e-08,24.80497512437811,0.16252371763408238,0.29640340837951423
Facebook_forum-random,Havel-Hakimi,899,68468,14072,21445,1,1.6016939468783216,1.3470242568332012,55,341.54505005561737,0.2788454435571447,1.9810085517931133e-07,15.635555555555555,0.5710200620295195,0.5554478533677927
Facebook_messages-random,Havel-Hakimi,1899,61543,22195,38500,1,1.788543901590928,1.4541398028459476,26,1081.7177461822012,0.3185230797895553,7.245011405417662e-09,11.68157894736842,0.0820505958202894,0.40893662639829964
Facebook_wall-random,Havel-Hakimi,46952,878296,274086,551241,1,1.7579140874421393,1.5096082554818562,38,12787.052223547453,0.3270785856361674,6.970574198005494e-10,5.837454475752348,0.04121302018393136,0.7289625383806824
Flickr-random,Havel-Hakimi,2302925,33140017,33140017,134,1,2.4426950408889287,1.6126578618698613,-1,-1,0.0,8.348095498389593e-10,14.390395957143216,0.02031393345777936,0.3095195315650942
High_school_2013-random,Havel-Hakimi,327,350294,11636,7366,1,1.4262492371898867,1.2394236049138319,9,327.0,0.2580827278255118,4.009866608473995e-05,6.140369393139841,0.08176522962749534,0.6385310233603888
Hospital_ward-random,Havel-Hakimi,75,63860,2278,8241,1,1.3551100861308742,1.252413061130258,4,75.0,0.1904820061273065,5.829516079176436e-05,1.276190476190476,0.030608276783545007,0.1414607924469196
Hypertext_2009-random,Havel-Hakimi,113,47194,4392,4683,1,1.5527266495323242,1.2372412579749639,5,113.0,0.1931097686176325,3.355996283945738e-05,38.526315789473685,0.6170748396622849,0.158222399359463
Infectious-random,Havel-Hakimi,410,31800,5530,1349,1,1.589253273407194,1.3277305486961342,48,264.3829268292683,0.2505465322740509,0.00010990480435021775,13.454987834549879,0.5459288066777956,0.8066364232101317
InVS13-random,Havel-Hakimi,95,935176,7830,19700,1,1.2377172549453115,1.196772353862807,2,95.0,0.1604067480070741,0.00011185519352151094,7.925101214574899,0.08886628318359445,0.010558950781265114
InVS15-random,Havel-Hakimi,219,2690652,33450,21392,1,1.2556119698659531,1.1766340232484636,3,219.0,0.0970222880959505,6.415621707202069e-05,17.878140032068412,0.09209292972409944,0.14168910316097527
LH10-random,Havel-Hakimi,73,285204,2762,12233,1,1.2577843796215515,1.2397819799256822,4,73.0,0.20875002071638596,0.00030170539362410427,1.5473389355742297,0.03099513807792154,0.14613055267610814
Linux_kernel_mailing-random,Havel-Hakimi,27927,1090576,242976,598540,1,1.7139816364460192,1.6268975131652763,30,5394.229634403981,0.4520879608454904,9.162475366251861e-10,3.8324290220820187,0.027849160137216975,-0.10864548829858786
Lyon_school-random,Havel-Hakimi,242,13091410,53188,3124,1,1.1851542736598493,1.1644469682800065,2,242.0,0.2114119890203728,0.0019372809719674956,27.658866354654187,0.11649642134463546,0.03360307293036165
Math_Overflow-random,Havel-Hakimi,24818,509327,239978,320473,1,1.958696682308022,1.6193538842475457,18,756.8776291401402,0.263208564597737,4.4323527590782264e-11,9.669124461098352,0.021183721340260853,0.11988034727578427
MIT_Reality_Mining-random,Havel-Hakimi,96,2230116,5078,32258,1,1.2375995032626022,1.2202850561343537,4,96.0,0.38056083751311715,1.5591252752703102e-05,52.350515463917525,0.7222943321960316,0.16002671760467405
Primary_school-random,Havel-Hakimi,242,238446,16634,3100,1,1.4695718145932213,1.206622181035824,4,242.0,0.10325448092275562,6.830221089502391e-05,8.650026001040041,0.0707025143039872,0.42045428718437816
Radoslaw_e-mails-random,Havel-Hakimi,167,81914,5784,38927,1,1.4879656224388826,1.2734298531371535,6,115.20359281437126,0.2566681082336678,2.5642511728137164e-07,34.42857142857143,0.5733924915243532,-0.13835367148339955
SFHH-random,Havel-Hakimi,403,2853828,147114,3138,1,1.3201544667637295,1.1521641771271762,2,403.0,0.02976075734427265,0.00017110786355471833,76.42285714285714,0.1965643086342863,0.05128637840589135
SFHH_conference-random,Havel-Hakimi,403,141138,19130,3420,1,1.6520521858453385,1.231734725848728,17,402.9776674937965,0.19815018087003997,3.102106928264665e-05,9.937662337662339,0.10455595706814456,0.47250408788445497
Slashdot-random,Havel-Hakimi,51083,140740,131175,65129,1,2.358355490263218,1.9398141651400929,28,399.9045475011256,0.15322621756245594,2.2473023429769235e-10,2.567829457364341,0.020357476987030016,0.6377617444046817
SMS-random,Havel-Hakimi,44430,553404,68834,315559,1,1.625460844299814,1.7621121441713101,34,410.66261534998876,0.3196825604594456,6.246117749905836e-10,1.549233643177061,0.00579302443713883,0.4267608833999248
Super_User-random,Havel-Hakimi,194085,1439741,924886,908516,1,2.11066355843338,1.7678979436461,22,1215.0686760955252,0.22574780626159552,1.1761925171628992e-11,4.765341137433921,0.008873763058506654,-0.01302395439781077
Thiers13-random,Havel-Hakimi,328,36897922,86992,8938,1,1.2621393582017717,1.1596551464049485,2,328.0,0.23545865478599776,0.0009294456980428482,45.906068601583115,0.1445132142274808,0.09420327371769704
Twitter_retweets-random,Havel-Hakimi,18470,122534,96106,38306,1,2.225028883373948,1.7080941545926431,37,81.58294531672983,0.20326806034128975,1.0316207919850158e-07,5.2033567948023824,0.33754237335586884,0.26239924540719956
UC_Irvine_messages-random,Havel-Hakimi,1899,58669,20296,36993,1,1.7583652148496949,1.3882221933244066,23,782.5150078988942,0.18053722490540916,6.405636679303962e-09,10.682105263157895,0.0739670510069388,0.38859481993664546
Workplace_contacts-random,Havel-Hakimi,92,23770,1510,5455,1,1.4780238584299321,1.2964788944422518,7,92.0,0.3281803477927615,9.866892932546475e-06,1.5283400809716599,0.047664483483331105,0.43442925586437975
Yahoo_messages-random,Havel-Hakimi,100001,3177670,905199,1184536,1,1.70067059107787,1.4258335147237136,40,60373.53629463705,0.3074708124296672,7.543708995820432e-08,9.051808963820724,0.06516779409442462,0.4926560479385378
YouTube-random,Havel-Hakimi,3223589,24446370,18753188,203,1,2.1067136482209836,1.6941726273857387,-1,-1,0.3218885548259773,2.4848097133889234e-08,5.817485474269371,0.3702990935017664,-0.054346573521464235
arXiv_hep_ph-random,RHG,28094,9468734,6484518,2310,1,2.1394463467869356,1.1737521705181244,3,28094.0,0.026976756431671297,0.0005172144043046439,230.8150494767566,0.8195463232793557,-0.09737039816604943
arXiv_hep_th-random,RHG,22909,5599842,5120870,219,1,2.3394235964483787,1.17463562329266,4,22909.0,0.025867880255071782,0.004098394265959659,223.53092671002662,0.8204820765270516,-0.10878324614791643
Ask_Ubuntu-random,RHG,150851,1516602,931386,523612,1,2.09136584669721,1.504936360545404,30,94183.69859662846,0.1568670701032761,2.1590238868398065e-06,5.846118116710709,0.6484434673769102,-0.028842031587167916
Bitcoin_Alpha-random,RHG,3726,34506,34506,1547,1,2.4426950408889634,1.4161368848037277,17,3269.4753086419755,0.0,0.0005152896228098136,9.11892177589852,0.7849345272753036,-0.11456119597183506
Contact-random,RHG,275,57872,4256,11844,1,1.4182126070073573,1.3225669624461551,4,275.0,0.2601504197711525,0.0009345718215218501,15.476363636363637,0.8136447528077861,-0.23398690092529503
DBLP-random,RHG,12287,94910,94910,30,1,2.442695040888964,1.4453209763919321,15,5629.692195002848,0.0,0.024481304509714186,7.537923913906758,0.7167066678838652,-0.04400730722149489
Digg_friends-random,RHG,277712,3051424,3051424,982551,1,2.4426950408889603,1.3866787159602254,30,235153.66212479115,0.0,8.066783258239648e-07,10.912323740930011,0.7871632689568244,-0.01721182483649419
Digg_reply-random,RHG,28933,195902,193186,57373,1,2.4253823642898245,1.4937968979234224,23,17327.072961670066,0.006503685874976979,1.2402311561472625e-05,6.355011678015725,0.6680591292531676,-0.05872256809177671
